obs,sp500,divyld,i3,ip,pcsp,rsp500,pcip,ci3,ci3_1,ci3_2,pcip_1,pcip_2,pcip_3,pcsp_1,pcsp_2,pcsp_3
1975M09,84.67,4.39,6.38,67.6,-14.56074,-10.17074,12.556,-0.08,0.3,0.97,21.91789,7.350576,14.88378,-87.96626,1.168784,30.63267
1975M10,88.57,4.22,6.08,67.9,55.27344,59.49344,5.325498,-0.3,-0.08,0.3,12.556,21.91789,7.350576,-14.56074,-87.96626,1.168784
1975M11,90.07,4.07,5.47,68.6,20.32291,24.39291,12.37108,-0.61,-0.3,-0.08,5.325498,12.556,21.91789,55.27344,-14.56074,-87.96626
1975M12,88.7,4.14,5.5,69.1,-18.25251,-14.11251,8.746356,0.03,-0.61,-0.3,12.37108,5.325498,12.556,20.32291,55.27344,-14.56074
1976M01,96.86,3.8,4.96,69.9,110.3946,114.1946,13.89296,-0.54,0.03,-0.61,8.746356,12.37108,5.325498,-18.25251,20.32291,55.27344
1976M02,100.64,3.67,4.85,71.1,46.83046,50.50047,20.60081,-0.11,-0.54,0.03,13.89296,8.746356,12.37108,110.3946,-18.25251,20.32291
1976M03,101.08,3.65,5.05,70.9,5.246452,8.896452,-3.375476,0.2,-0.11,-0.54,20.60081,13.89296,8.746356,46.83046,110.3946,-18.25251
1976M04,101.93,3.66,4.88,71.2,10.091,13.751,5.077497,-0.17,0.2,-0.11,-3.375476,20.60081,13.89296,5.246452,46.83046,110.3946
1976M05,101.16,3.76,5.18,72,-9.065005,-5.305005,13.4832,0.3,-0.17,0.2,5.077497,-3.375476,20.60081,10.091,5.246452,46.83046
1976M06,101.77,3.75,5.44,72.1,7.235978,10.98598,1.666641,0.26,0.3,-0.17,13.4832,5.077497,-3.375476,-9.065005,10.091,5.246452
1976M07,104.2,3.64,5.28,72.5,28.65285,32.29285,6.657446,-0.16,0.26,0.3,1.666641,13.4832,5.077497,7.235978,-9.065005,10.091
1976M08,103.29,3.74,5.15,72.9,-10.4798,-6.739801,6.620715,-0.13,-0.16,0.26,6.657446,1.666641,13.4832,28.65285,7.235978,-9.065005
1976M09,105.45,3.71,5.08,73.1,25.09435,28.80435,3.292131,-0.07,-0.13,-0.16,6.620715,6.657446,1.666641,-10.4798,28.65285,7.235978
1976M10,101.89,3.85,4.93,73.4,-40.51207,-36.66207,4.924811,-0.15,-0.07,-0.13,3.292131,6.620715,6.657446,25.09435,-10.4798,28.65285
1976M11,101.19,4.04,4.81,74.6,-8.244149,-4.204149,19.61848,-0.12,-0.15,-0.07,4.924811,3.292131,6.620715,-40.51207,25.09435,-10.4798
1976M12,104.66,3.93,4.36,75.2,41.15033,45.08033,9.65145,-0.45,-0.12,-0.15,19.61848,4.924811,3.292131,-8.244149,-40.51207,25.09435
1977M01,103.81,3.99,4.6,75.5,-9.745913,-5.755913,4.787283,0.24,-0.45,-0.12,9.65145,19.61848,4.924811,41.15033,-8.244149,-40.51207
1977M02,100.96,4.21,4.66,75.9,-32.94479,-28.73479,6.35764,0.06,0.24,-0.45,4.787283,9.65145,19.61848,-9.745913,41.15033,-8.244149
1977M03,100.57,4.37,4.61,76.6,-4.635492,-0.265492,11.06714,-0.05,0.06,0.24,6.35764,4.787283,9.65145,-32.94479,-9.745913,41.15033
1977M04,99.05,4.47,4.54,77.7,-18.13658,-13.66658,17.23235,-0.07,-0.05,0.06,11.06714,6.35764,4.787283,-4.635492,-32.94479,-9.745913
1977M05,98.76,4.57,4.94,78.3,-3.513388,1.056612,9.266503,0.4,-0.07,-0.05,17.23235,11.06714,6.35764,-18.13658,-4.635492,-32.94479
1977M06,99.29,4.6,5,78.9,6.439839,11.03984,9.195378,0.06,0.4,-0.07,9.266503,17.23235,11.06714,-3.513388,-18.13658,-4.635492
1977M07,100.18,4.59,5.15,78.9,10.75636,15.34636,0,0.15,0.06,0.4,9.195378,9.266503,17.23235,6.439839,-3.513388,-18.13658
1977M08,97.75,4.72,5.5,79,-29.10761,-24.38761,1.520889,0.35,0.15,0.06,0,9.195378,9.266503,10.75636,6.439839,-3.513388
1977M09,96.23,4.82,5.77,79.4,-18.65981,-13.83981,6.075973,0.27,0.35,0.15,1.520889,0,9.195378,-29.10761,10.75636,6.439839
1977M10,93.74,4.97,6.19,79.4,-31.05068,-26.08068,0,0.42,0.27,0.35,6.075973,1.520889,0,-18.65981,-29.10761,10.75636
1977M11,94.28,5.02,6.16,79.5,6.912749,11.93275,1.511312,-0.03,0.42,0.27,0,6.075973,1.520889,-31.05068,-18.65981,-29.10761
1977M12,93.82,5.11,6.06,79.1,-5.854888,-0.744888,-6.037759,-0.1,-0.03,0.42,1.511312,0,6.075973,6.912749,-31.05068,-18.65981
1978M01,90.25,5.32,6.45,78.8,-45.6619,-40.3419,-4.551131,0.39,-0.1,-0.03,-6.037759,1.511312,0,-5.854888,6.912749,-31.05068
1978M02,88.98,5.49,6.46,79,-16.88638,-11.39638,3.045639,0.01,0.39,-0.1,-4.551131,-6.037759,1.511312,-45.6619,-5.854888,6.912749
1978M03,88.82,5.68,6.32,80,-2.157837,3.522162,15.18987,-0.14,0.01,0.39,3.045639,-4.551131,-6.037759,-16.88638,-45.6619,-5.854888
1978M04,92.71,5.42,6.31,82,52.55572,57.97572,30,-0.01,-0.14,0.01,15.18987,3.045639,-4.551131,-2.157837,-16.88638,-45.6619
1978M05,97.41,5.2,6.43,82.3,60.83492,66.03492,4.390289,0.12,-0.01,-0.14,30,15.18987,3.045639,52.55572,-2.157837,-16.88638
1978M06,97.66,5.19,6.71,83.1,3.079766,8.269766,11.66457,0.28,0.12,-0.01,4.390289,30,15.18987,60.83492,52.55572,-2.157837
1978M07,97.19,5.25,7.07,83.3,-5.775153,-0.525153,2.888153,0.36,0.28,0.12,11.66457,4.390289,30,3.079766,60.83492,52.55572
1978M08,103.92,4.93,7.04,83.6,83.09492,88.02492,4.321662,-0.03,0.36,0.28,2.888153,11.66457,4.390289,-5.775153,3.079766,60.83492
1978M09,103.86,4.97,7.84,84.1,-0.692813,4.277187,7.177033,0.8,-0.03,0.36,4.321662,2.888153,11.66457,83.09492,-5.775153,3.079766
1978M10,100.58,5.11,8.13,84.5,-37.89716,-32.78716,5.707513,0.29,0.8,-0.03,7.177033,4.321662,2.888153,-0.692813,83.09492,-5.775153
1978M11,94.71,5.45,8.79,85.2,-70.03384,-64.58384,9.940785,0.66,0.29,0.8,5.707513,7.177033,4.321662,-37.89716,-0.692813,83.09492
1978M12,96.11,5.39,9.12,85.4,17.73838,23.12838,2.816966,0.33,0.66,0.29,9.940785,5.707513,7.177033,-70.03384,-37.89716,-0.692813
1979M01,99.71,5.29,9.35,85.1,44.94847,50.23848,-4.215499,0.23,0.33,0.66,2.816966,9.940785,5.707513,17.73838,-70.03384,-37.89716
1979M02,98.23,5.43,9.27,85.8,-17.8116,-12.3816,9.870806,-0.08,0.23,0.33,-4.215499,2.816966,9.940785,44.94847,17.73838,-70.03384
1979M03,100.11,5.36,9.46,86.1,22.96647,28.32647,4.19574,0.19,-0.08,0.23,9.870806,-4.215499,2.816966,-17.8116,44.94847,17.73838
1979M04,102.07,5.35,9.49,85.2,23.49414,28.84414,-12.54358,0.03,0.19,-0.08,4.19574,9.870806,-4.215499,22.96647,-17.8116,44.94847
1979M05,99.73,5.58,9.58,86.2,-27.51049,-21.93049,14.08451,0.09,0.03,0.19,-12.54358,4.19574,9.870806,23.49414,22.96647,-17.8116
1979M06,101.73,5.53,9.04,86.1,24.06497,29.59497,-1.39209,-0.54,0.09,0.03,14.08451,-12.54358,4.19574,-27.51049,23.49414,22.96647
1979M07,102.71,5.5,9.26,85.6,11.55996,17.05996,-6.968641,0.22,-0.54,0.09,-1.39209,14.08451,-12.54358,24.06497,-27.51049,23.49414
1979M08,107.36,5.3,9.45,85.3,54.32774,59.62774,-4.205544,0.19,0.22,-0.54,-6.968641,-1.39209,14.08451,11.55996,24.06497,-27.51049
1979M09,108.6,5.31,10.18,85.5,13.85989,19.16989,2.813556,0.730001,0.19,0.22,-4.205544,-6.968641,-1.39209,54.32774,11.55996,24.06497
1979M10,104.47,5.56,11.47,86,-45.63533,-40.07533,7.017544,1.29,0.730001,0.19,2.813556,-4.205544,-6.968641,13.85989,54.32774,11.55996
1979M11,103.66,5.71,11.87,85.7,-9.304078,-3.594078,-4.186089,0.4,1.29,0.730001,7.017544,2.813556,-4.205544,-45.63533,13.85989,54.32774
1979M12,107.78,5.53,12.07,85.6,47.69433,53.22433,-1.400212,0.2,0.4,1.29,-4.186089,7.017544,2.813556,-9.304078,-45.63533,13.85989
1980M01,110.87,5.41,12.04,85.9,34.40346,39.81346,4.20565,-0.03,0.2,0.4,-1.400212,-4.186089,7.017544,47.69433,-9.304078,-45.63533
1980M02,115.34,5.24,12.81,86.2,48.38092,53.62092,4.190856,0.77,-0.03,0.2,4.20565,-1.400212,-4.186089,34.40346,47.69433,-9.304078
1980M03,104.69,5.87,15.53,86.2,-110.8028,-104.9328,0,2.719999,0.77,-0.03,4.190856,4.20565,-1.400212,48.38092,34.40346,47.69433
1980M04,102.97,6.05,14,84.5,-19.71536,-13.66536,-23.66585,-1.53,2.719999,0.77,0,4.190856,4.20565,-110.8028,48.38092,34.40346
1980M05,107.69,5.77,9.15,82.5,55.00632,60.77633,-28.40237,-4.85,-1.53,2.719999,-23.66585,0,4.190856,-19.71536,-110.8028,48.38092
1980M06,114.55,5.39,7,81.5,76.44164,81.83164,-14.54545,-2.15,-4.85,-1.53,-28.40237,-23.66585,0,55.00632,-19.71536,-110.8028
1980M07,119.83,5.2,8.13,81.2,55.31208,60.51208,-4.417223,1.13,-2.15,-4.85,-14.54545,-28.40237,-23.66585,76.44164,55.00632,-19.71536
1980M08,123.5,5.06,9.26,82.4,36.75204,41.81205,17.73406,1.13,1.13,-2.15,-4.417223,-14.54545,-28.40237,55.31208,76.44164,55.00632
1980M09,126.51,4.9,10.32,83.5,29.24698,34.14698,16.0194,1.059999,1.13,1.13,17.73406,-4.417223,-14.54545,36.75204,55.31208,76.44164
1980M10,130.22,4.8,11.58,84,35.19089,39.99089,7.185629,1.26,1.059999,1.13,16.0194,17.73406,-4.417223,29.24698,36.75204,55.31208
1980M11,135.65,4.63,13.89,85.5,50.03833,54.66833,21.42857,2.31,1.26,1.059999,7.185629,16.0194,17.73406,35.19089,29.24698,36.75204
1980M12,133.48,4.74,15.66,85.9,-19.19645,-14.45645,5.614057,1.77,2.31,1.26,21.42857,7.185629,16.0194,50.03833,35.19089,29.24698
1981M01,132.97,4.8,14.72,85.2,-4.584908,0.215093,-9.778876,-0.94,1.77,2.31,5.614057,21.42857,7.185629,-19.19645,50.03833,35.19089
1981M02,128.4,5,14.9,85.4,-41.24245,-36.24245,2.816966,0.179999,-0.94,1.77,-9.778876,5.614057,21.42857,-4.584908,-19.19645,50.03833
1981M03,133.19,4.88,13.48,85.7,44.76644,49.64644,4.215392,-1.42,0.179999,-0.94,2.816966,-9.778876,5.614057,-41.24245,-4.584908,-19.19645
1981M04,134.43,4.86,13.63,85,11.17192,16.03192,-9.801592,0.150001,-1.42,0.179999,4.215392,2.816966,-9.778876,44.76644,-41.24245,-4.584908
1981M05,131.73,4.98,16.3,85.6,-24.10174,-19.12174,8.470567,2.669999,0.150001,-1.42,-9.801592,4.215392,2.816966,11.17192,44.76644,-41.24245
1981M06,132.28,5.03,14.56,86.1,5.010276,10.04028,7.009346,-1.739999,2.669999,0.150001,8.470567,-9.801592,4.215392,-24.10174,11.17192,44.76644
1981M07,129.13,5.18,14.7,87.1,-28.5757,-23.39569,13.93728,0.139999,-1.739999,2.669999,7.009346,8.470567,-9.801592,5.010276,-24.10174,11.17192
1981M08,129.63,5.16,15.61,86.9,4.64648,9.80648,-2.755412,0.91,0.139999,-1.739999,13.93728,7.009346,8.470567,-28.5757,5.010276,-24.10174
1981M09,118.27,5.69,14.95,86.5,-105.1609,-99.47092,-5.523612,-0.66,0.91,0.139999,-2.755412,13.93728,7.009346,4.64648,-28.5757,5.010276
1981M10,119.8,5.65,13.87,85.8,15.52387,21.17387,-9.71094,-1.08,-0.66,0.91,-5.523612,-2.755412,13.93728,-105.1609,4.64648,-28.5757
1981M11,122.92,5.54,11.27,84.8,31.25204,36.79204,-13.98601,-2.599999,-1.08,-0.66,-9.71094,-5.523612,-2.755412,15.52387,-105.1609,4.64648
1981M12,123.79,5.57,10.93,84.1,8.493356,14.06336,-9.905725,-0.34,-2.599999,-1.08,-13.98601,-9.71094,-5.523612,31.25204,15.52387,-105.1609
1982M01,117.28,5.95,12.41,82.4,-63.1069,-57.15689,-24.25679,1.48,-0.34,-2.599999,-9.905725,-13.98601,-9.71094,8.493356,31.25204,15.52387
1982M02,114.5,6.06,13.78,84.2,-28.44474,-22.38474,26.21352,1.37,1.48,-0.34,-24.25679,-9.905725,-13.98601,-63.1069,8.493356,31.25204
1982M03,110.84,6.28,12.49,83.7,-38.35812,-32.07812,-7.125891,-1.29,1.37,1.48,26.21352,-24.25679,-9.905725,-28.44474,-63.1069,8.493356
1982M04,116.31,5.99,12.82,83.2,59.22051,65.21051,-7.168459,0.33,-1.29,1.37,-7.125891,26.21352,-24.25679,-38.35812,-28.44474,-63.1069
1982M05,116.35,5.97,12.15,82.7,0.4127,6.382699,-7.211539,-0.67,0.33,-1.29,-7.168459,-7.125891,26.21352,59.22051,-38.35812,-28.44474
1982M06,109.7,6.28,12.11,82.4,-68.58618,-62.30618,-4.353017,-0.04,-0.67,0.33,-7.211539,-7.168459,-7.125891,0.4127,59.22051,-38.35812
1982M07,109.38,6.31,11.91,82,-3.500453,2.809547,-5.825265,-0.2,-0.04,-0.67,-4.353017,-7.211539,-7.168459,-68.58618,0.4127,59.22051
1982M08,109.65,6.32,9.01,81.6,2.962197,9.282198,-5.853681,-2.9,-0.2,-0.04,-5.825265,-4.353017,-7.211539,-3.500453,-68.58618,0.4127
1982M09,122.43,5.63,8.2,81,139.8632,145.4932,-8.823507,-0.81,-2.9,-0.2,-5.853681,-5.825265,-4.353017,2.962197,-3.500453,-68.58618
1982M10,132.66,5.12,7.75,80.3,100.2696,105.3896,-10.37033,-0.45,-0.81,-2.9,-8.823507,-5.853681,-5.825265,139.8632,2.962197,-3.500453
1982M11,138.1,4.92,8.04,80,49.20853,54.12852,-4.483233,0.29,-0.45,-0.81,-10.37033,-8.823507,-5.853681,100.2696,139.8632,2.962197
1982M12,139.37,4.93,8.01,79.3,11.03539,15.96539,-10.49995,-0.03,0.29,-0.45,-4.483233,-10.37033,-8.823507,49.20853,100.2696,139.8632
1983M01,144.27,4.79,7.81,80.8,42.18993,46.97993,22.69861,-0.2,-0.03,0.29,-10.49995,-4.483233,-10.37033,11.03539,49.20853,100.2696
1983M02,146.8,4.74,8.13,80.7,21.04387,25.78386,-1.485239,0.32,-0.2,-0.03,22.69861,-10.49995,-4.483233,42.18993,11.03539,49.20853
1983M03,151.88,4.59,8.3,81.3,41.5259,46.1159,8.922024,0.17,0.32,-0.2,-1.485239,22.69861,-10.49995,21.04387,42.18993,11.03539
1983M04,157.71,4.44,8.25,82.3,46.06269,50.50269,14.76015,-0.05,0.17,0.32,8.922024,-1.485239,22.69861,41.5259,21.04387,42.18993
1983M05,164.1,4.27,8.19,83.2,48.62088,52.89088,13.12263,-0.06,-0.05,0.17,14.76015,8.922024,-1.485239,46.06269,41.5259,21.04387
1983M06,166.39,4.26,8.82,83.7,16.74584,21.00584,7.211539,0.63,-0.06,-0.05,13.12263,14.76015,8.922024,48.62088,46.06269,41.5259
1983M07,166.96,4.21,9.12,85.3,4.110877,8.320877,22.93916,0.3,0.63,-0.06,7.211539,13.12263,14.76015,16.74584,48.62088,46.06269
1983M08,162.42,4.35,9.39,86.5,-32.63063,-28.28063,16.88155,0.27,0.3,0.63,22.93916,7.211539,13.12263,4.110877,16.74584,48.62088
1983M09,167.16,4.24,9.05,87.9,35.02036,39.26036,19.42199,-0.34,0.27,0.3,16.88155,22.93916,7.211539,-32.63063,4.110877,16.74584
1983M10,167.65,4.25,8.71,88.6,3.517518,7.767518,9.556273,-0.34,-0.34,0.27,19.42199,16.88155,22.93916,35.02036,-32.63063,4.110877
1983M11,165.23,4.31,8.71,88.8,-17.32179,-13.01179,2.708866,0,-0.34,-0.34,9.556273,19.42199,16.88155,3.517518,35.02036,-32.63063
1983M12,164.36,4.32,8.96,89.2,-6.31843,-1.99843,5.405323,0.25,0,-0.34,2.708866,9.556273,19.42199,-17.32179,3.517518,35.02036
1984M01,166.39,4.27,8.93,91,14.82112,19.09112,24.21529,-0.03,0.25,0,5.405323,2.708866,9.556273,-6.31843,-17.32179,3.517518
1984M02,157.25,4.59,9.03,90.9,-65.91742,-61.32742,-1.318661,0.099999,-0.03,0.25,24.21529,5.405323,2.708866,14.82112,-6.31843,-17.32179
1984M03,157.44,4.63,9.44,91.9,1.449939,6.079939,13.20132,0.41,0.099999,-0.03,-1.318661,24.21529,5.405323,-65.91742,14.82112,-6.31843
1984M04,157.6,4.64,9.69,92.4,1.21954,5.85954,6.528836,0.25,0.41,0.099999,13.20132,-1.318661,24.21529,1.449939,-65.91742,14.82112
1984M05,156.55,4.72,9.9,93,-7.994947,-3.274947,7.792188,0.21,0.25,0.41,6.528836,13.20132,-1.318661,1.21954,1.449939,-65.91742
1984M06,153.12,4.86,9.94,93.5,-26.29198,-21.43198,6.451613,0.04,0.21,0.25,7.792188,6.528836,13.20132,-7.994947,1.21954,1.449939
1984M07,151.08,4.93,10.13,93.9,-15.98741,-11.05741,5.133709,0.19,0.04,0.21,6.451613,7.792188,6.528836,-26.29198,-7.994947,1.21954
1984M08,164.42,4.62,10.49,94,105.9571,110.5771,1.277936,0.36,0.19,0.04,5.133709,6.451613,7.792188,-15.98741,-26.29198,-7.994947
1984M09,166.11,4.54,10.41,93.9,12.33428,16.87428,-1.276576,-0.08,0.36,0.19,1.277936,5.133709,6.451613,105.9571,-15.98741,-26.29198
1984M10,164.82,4.62,9.97,93.2,-9.319077,-4.699077,-8.945745,-0.44,-0.08,0.36,-1.276576,1.277936,5.133709,12.33428,105.9571,-15.98741
1984M11,166.27,4.61,8.79,93.3,10.55695,15.16695,1.287632,-1.18,-0.44,-0.08,-8.945745,-1.276576,1.277936,-9.319077,12.33428,105.9571
1984M12,164.48,4.68,8.16,92.8,-12.91881,-8.238808,-6.430868,-0.63,-1.18,-0.44,1.287632,-8.945745,-1.276576,10.55695,-9.319077,12.33428
1985M01,171.61,4.51,7.76,93.1,52.01852,56.52852,3.879251,-0.4,-0.63,-1.18,-6.430868,1.287632,-8.945745,-12.91881,10.55695,-9.319077
1985M02,180.88,4.3,8.22,93.8,64.82143,69.12143,9.022615,0.46,-0.4,-0.63,3.879251,-6.430868,1.287632,52.01852,-12.91881,10.55695
1985M03,179.42,4.37,8.57,94.1,-9.686024,-5.316024,3.837894,0.349999,0.46,-0.4,9.022615,3.879251,-6.430868,64.82143,52.01852,-12.91881
1985M04,180.62,4.37,8,94.5,8.025841,12.39584,5.100976,-0.57,0.349999,0.46,3.837894,9.022615,3.879251,-9.686024,64.82143,52.01852
1985M05,184.9,4.31,7.56,94.7,28.43538,32.74538,2.539644,-0.44,-0.57,0.349999,5.100976,3.837894,9.022615,8.025841,-9.686024,64.82143
1985M06,188.89,4.21,7.01,94.4,25.89511,30.10511,-3.80142,-0.55,-0.44,-0.57,2.539644,5.100976,3.837894,28.43538,8.025841,-9.686024
1985M07,192.54,4.14,7.05,94.1,23.18806,27.32806,-3.813598,0.04,-0.55,-0.44,-3.80142,2.539644,5.100976,25.89511,28.43538,8.025841
1985M08,188.31,4.23,7.18,94.5,-26.36333,-22.13333,5.100976,0.13,0.04,-0.55,-3.813598,-3.80142,2.539644,23.18806,25.89511,28.43538
1985M09,184.06,4.32,7.08,95,-27.083,-22.763,6.349206,-0.1,0.13,0.04,5.100976,-3.813598,-3.80142,-26.36333,23.18806,25.89511
1985M10,186.18,4.28,7.17,94.2,13.82155,18.10155,-10.1053,0.09,-0.1,0.13,6.349206,5.100976,-3.813598,-27.083,-26.36333,23.18806
1985M11,197.45,4.06,7.2,94.6,72.63941,76.69941,5.095561,0.03,0.09,-0.1,-10.1053,6.349206,5.100976,13.82155,-27.083,-26.36333
1985M12,207.26,3.88,7.07,95.6,59.62014,63.50014,12.68499,-0.13,0.03,0.09,5.095561,-10.1053,6.349206,72.63941,13.82155,-27.083
1986M01,208.19,3.9,7.04,96.1,5.384587,9.284588,6.276151,-0.03,-0.13,0.03,12.68499,5.095561,-10.1053,59.62014,72.63941,13.82155
1986M02,219.37,3.72,7.03,95.5,64.44109,68.16109,-7.492177,-0.01,-0.03,-0.13,6.276151,12.68499,5.095561,5.384587,59.62014,72.63941
1986M03,232.33,3.5,6.59,94.6,70.89397,74.39397,-11.30892,-0.44,-0.01,-0.03,-7.492177,6.276151,12.68499,64.44109,5.384587,59.62014
1986M04,237.98,3.43,6.06,94.8,29.1826,32.6126,2.537056,-0.53,-0.44,-0.01,-11.30892,-7.492177,6.276151,70.89397,64.44109,5.384587
1986M05,238.46,3.42,6.12,94.7,2.420427,5.840427,-1.2659,0.06,-0.53,-0.44,2.537056,-11.30892,-7.492177,29.1826,70.89397,64.44109
1986M06,245.3,3.36,6.21,94.3,34.42085,37.78085,-5.068561,0.09,0.06,-0.53,-1.2659,2.537056,-11.30892,2.420427,29.1826,70.89397
1986M07,240.18,3.43,5.84,94.8,-25.04693,-21.61693,6.362672,-0.37,0.09,0.06,-5.068561,-1.2659,2.537056,34.42085,2.420427,29.1826
1986M08,245,3.36,5.57,94.9,24.08198,27.44198,1.265803,-0.27,-0.37,0.09,6.362672,-5.068561,-1.2659,-25.04693,34.42085,2.420427
1986M09,238.27,3.43,5.19,95,-32.96325,-29.53325,1.26447,-0.38,-0.27,-0.37,1.265803,6.362672,-5.068561,24.08198,-25.04693,34.42085
1986M10,237.36,3.49,5.18,95.6,-4.583055,-1.093055,7.578928,-0.01,-0.38,-0.27,1.26447,1.265803,6.362672,-32.96325,24.08198,-25.04693
1986M11,245.09,3.4,5.35,96.3,39.07986,42.47986,8.786669,0.17,-0.01,-0.38,7.578928,1.26447,1.265803,-4.583055,-32.96325,24.08198
1986M12,248.61,3.38,5.49,96.8,17.23451,20.61451,6.230529,0.14,0.17,-0.01,8.786669,7.578928,1.26447,39.07986,-4.583055,-32.96325
1987M01,264.51,3.17,5.45,96.5,76.74676,79.91676,-3.719046,-0.04,0.14,0.17,6.230529,8.786669,7.578928,17.23451,39.07986,-4.583055
1987M02,280.93,3.02,5.59,97.9,74.49238,77.51237,17.40935,0.14,-0.04,0.14,-3.719046,6.230529,8.786669,76.74676,17.23451,39.07986
1987M03,292.47,2.93,5.56,98.2,49.29346,52.22346,3.677166,-0.03,0.14,-0.04,17.40935,-3.719046,6.230529,74.49238,76.74676,17.23451
1987M04,289.32,2.99,5.76,98.8,-12.92438,-9.934378,7.33205,0.2,-0.03,0.14,3.677166,17.40935,-3.719046,49.29346,74.49238,76.74676
1987M05,289.12,3.02,5.75,99.4,-0.829582,2.190418,7.28743,-0.01,0.2,-0.03,7.33205,3.677166,17.40935,-12.92438,49.29346,74.49238
1987M06,301.38,2.92,5.69,100.3,50.88548,53.80548,10.86521,-0.06,-0.01,0.2,7.28743,7.33205,3.677166,-0.829582,-12.92438,49.29346
1987M07,310.09,2.83,5.78,100.6,34.68044,37.51044,3.589177,0.09,-0.06,-0.01,10.86521,7.28743,7.33205,50.88548,-0.829582,-12.92438
1987M08,329.36,2.69,6,100.9,74.57186,77.26186,3.578565,0.22,0.09,-0.06,3.589177,10.86521,7.28743,34.68044,50.88548,-0.829582
1987M09,318.66,2.78,6.32,100.7,-38.98463,-36.20464,-2.378647,0.32,0.22,0.09,3.578565,3.589177,10.86521,74.57186,34.68044,50.88548
1987M10,280.16,3.25,6.4,102.1,-144.9821,-141.7321,16.68324,0.08,0.32,0.22,-2.378647,3.578565,3.589177,-38.98463,74.57186,34.68044
1987M11,245.01,3.66,5.81,102.2,-150.5569,-146.8969,1.1753,-0.59,0.08,0.32,16.68324,-2.378647,3.578565,-144.9821,-38.98463,74.57186
1987M12,240.96,3.71,5.8,102.8,-19.83587,-16.12587,7.045082,-0.01,-0.59,0.08,1.1753,16.68324,-2.378647,-150.5569,-144.9821,-38.98463
1988M01,250.48,3.66,5.9,103.2,47.4103,51.0703,4.669189,0.1,-0.01,-0.59,7.045082,1.1753,16.68324,-19.83587,-150.5569,-144.9821
1988M02,258.13,3.56,5.69,103.4,36.64968,40.20968,2.325635,-0.21,0.1,-0.01,4.669189,7.045082,1.1753,47.4103,-19.83587,-150.5569
1988M03,265.74,3.48,5.69,103.4,35.37745,38.85745,0,0,-0.21,0.1,2.325635,4.669189,7.045082,36.64968,47.4103,-19.83587
1988M04,262.61,3.57,5.92,104.3,-14.13414,-10.56414,10.44489,0.23,0,-0.21,0,2.325635,4.669189,35.37745,36.64968,47.4103
1988M05,256.12,3.8,6.27,104,-29.6561,-25.8561,-3.451617,0.35,0.23,0,10.44489,0,2.325635,-14.13414,35.37745,36.64968
1988M06,270.68,3.59,6.5,104,68.21802,71.80801,0,0.23,0.35,0.23,-3.451617,10.44489,0,-29.6561,-14.13414,35.37745
1988M07,269.05,3.65,6.73,104.6,-7.226267,-3.576267,6.923059,0.23,0.23,0.35,0,-3.451617,10.44489,68.21802,-29.6561,-14.13414
1988M08,263.73,3.75,7.02,105.2,-23.72783,-19.97783,6.883348,0.29,0.23,0.23,6.923059,0,-3.451617,-7.226267,68.21802,-29.6561
1988M09,267.97,3.69,7.23,104.7,19.29241,22.98241,-5.703422,0.21,0.29,0.23,6.883348,6.923059,0,-23.72783,-7.226267,68.21802
1988M10,277.4,3.61,7.34,105,42.22858,45.83858,3.438431,0.11,0.21,0.29,-5.703422,6.883348,6.923059,19.29241,-23.72783,-7.226267
1988M11,271.02,3.7,7.68,105.6,-27.59916,-23.89915,6.857125,0.34,0.11,0.21,3.438431,-5.703422,6.883348,42.22858,19.29241,-23.72783
1988M12,276.51,3.68,8.09,106.3,24.30826,27.98826,7.954597,0.41,0.34,0.11,6.857125,3.438431,-5.703422,-27.59916,42.22858,19.29241
1989M01,285.41,3.64,8.29,106.6,38.62425,42.26425,3.38659,0.2,0.41,0.34,7.954597,6.857125,3.438431,24.30826,-27.59916,42.22858
1989M02,294.01,3.59,8.48,106.2,36.15854,39.74854,-4.502831,0.19,0.2,0.41,3.38659,7.954597,6.857125,38.62425,24.30826,-27.59916
1989M03,292.71,3.68,8.83,107.1,-5.306017,-1.626017,10.16951,0.35,0.19,0.2,-4.502831,3.38659,7.954597,36.15854,38.62425,24.30826
1989M04,302.25,3.59,8.7,107.1,39.11042,42.70042,0,-0.13,0.35,0.19,10.16951,-4.502831,3.38659,-5.306017,36.15854,38.62425
1989M05,313.93,3.52,8.4,106.7,46.37218,49.89218,-4.48181,-0.3,-0.13,0.35,0,10.16951,-4.502831,39.11042,-5.306017,36.15854
1989M06,323.73,3.44,8.22,106.4,37.46065,40.90065,-3.373894,-0.179999,-0.3,-0.13,-4.48181,0,10.16951,46.37218,39.11042,-5.306017
1989M07,331.93,3.38,7.92,105.3,30.39563,33.77563,-12.406,-0.3,-0.179999,-0.3,-3.373894,-4.48181,0,37.46065,46.37218,39.11042
1989M08,346.61,3.28,7.91,105.8,53.0714,56.3514,5.698006,-0.01,-0.3,-0.179999,-12.406,-3.373894,-4.48181,30.39563,37.46065,46.37218
1989M09,347.33,3.29,7.72,105.4,2.49272,5.78272,-4.53688,-0.19,-0.01,-0.3,5.698006,-12.406,-3.373894,53.0714,30.39563,37.46065
1989M10,347.4,3.29,7.59,105,0.24187,3.53187,-4.554097,-0.13,-0.19,-0.01,-4.53688,5.698006,-12.406,2.49272,53.0714,30.39563
